source,text,created_at,retweet_count,favorite_count,clean_text,year,month,day,year_month,day_of_week,hour_of_day,handle,word_count,trade_date,prev_change,change_pc,target,char_count,lemmas_token,lemmas_text,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,dominant_topic,compound_score,neg_score,neu_score,pos_score
Twitter for iPhone,"information! As long as President Trump is President, his opposition will use every tool, and misuse every tool available, to make his life miserable.” @TomFitton @JudicialWatch @LouDobbs  Sadly, this proves I am doing a great job - Also, Best Economy and Employment Numbers EVER!",2019-05-13 06:09:51-04:00,16972.0,75155.0,information as long as president trump is president his opposition will use every tool and misuse every tool available to make his life miserable sadly this proves i am doing a great job also best economy and employment numbers ever,2019,5,13,2019-05,0,6,@TomFitton,40,2019-05-14,-0.025130235505791743,0.009043684168821729,1,232,"['information', 'long', 'opposition', 'use', 'tool', 'misuse', 'tool', 'available', 'life', 'miserable', 'sadly', 'prove', 'job', 'good', 'economy', 'employment', 'number']",information long opposition use tool misuse tool available life miserable sadly prove job good economy employment number,0.374,0.589,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,trade,0.7955,0.053,0.778,0.16899999999999998
Twitter for iPhone,"....employment numbers ever, low taxes &amp; regulations, a rebuilt military &amp; V.A., many great new judges, &amp; so much more. But we have had a giant SCAM perpetrated upon our nation, a Witch Hunt, a Treasonous Hoax. That is the Constitutional Crisis &amp; hopefully guilty people will pay!",2019-05-12 17:35:41-04:00,17190.0,72618.0,employment numbers ever low taxes regulations a rebuilt military v a many great new judges so much more but we have had a giant scam perpetrated upon our nation a witch hunt a treasonous hoax that is the constitutional crisis hopefully guilty people will pay,2019,5,12,2019-05,6,17,,45,2019-05-13,0.0050233795433840545,-0.025130235505791743,0,258,"['employment', 'number', 'low', 'taxis', 'regulation', 'rebuild', 'military', 'v', 'judge', 'giant', 'scam', 'perpetrate', 'nation', 'witch', 'hunt', 'treasonous', 'hoax', 'constitutional', 'crisis', 'hopefully', 'guilty', 'pay']",employment number low taxis regulation rebuild military v judge giant scam perpetrate nation witch hunt treasonous hoax constitutional crisis hopefully guilty pay,0.444,0.525,0.008,0.008,0.008,0.008,trade,-0.9771,0.40399999999999997,0.514,0.08199999999999999
Twitter for iPhone,RT @RealSaavedra: BREAKING: The father of one of the STEM School Highlands Ranch shooters was a *criminal illegal alien from Mexico* who wa…,2019-05-11 08:04:53-04:00,16299.0,0.0,rt breaking the father of one of the stem school highlands ranch shooters was a criminal illegal alien from mexico who wa,2019,5,11,2019-05,5,8,@RealSaavedra,22,2019-05-12,0.0050233795433840545,-0.025130235505791743,0,121,"['break', 'father', 'stem', 'school', 'highland', 'ranch', 'shooter', 'criminal', 'illegal', 'alien', 'mexico', 'wa']",break father stem school highland ranch shooter criminal illegal alien mexico wa,0.013,0.568,0.013,0.381,0.013,0.013,trade,-0.7906,0.25,0.75,0.0
Twitter for iPhone,RT @RMConservative: Today's show: Congress Believes Everything is a Disaster and Emergency Except for the Border https://t.co/678oIdCKJx,2019-05-11 08:00:59-04:00,3078.0,0.0,rt today s show congress believes everything is a disaster and emergency except for the border,2019,5,11,2019-05,5,8,@RMConservative,16,2019-05-12,0.0050233795433840545,-0.025130235505791743,0,94,"['s', 'congress', 'believe', 'disaster', 'emergency', 'border']",s congress believe disaster emergency border,0.028,0.86,0.028,0.028,0.028,0.028,trade,-0.7717,0.309,0.691,0.0
Twitter for iPhone,"We have lost 500 Billion Dollars a year, for many years, on Crazy Trade with China. NO MORE!",2019-05-10 07:24:39-04:00,19829.0,82066.0,we have lost 500 billion dollars a year for many years on crazy trade with china no more,2019,5,10,2019-05,4,7,,18,2019-05-11,0.0050233795433840545,-0.025130235505791743,0,88,"['lose', 'billion', 'dollar', 'year', 'year', 'crazy', 'trade', 'china']",lose billion dollar year year crazy trade china,0.019,0.768,0.158,0.019,0.019,0.019,trade,-0.7861,0.34600000000000003,0.654,0.0
Twitter for iPhone,"RT @VP: Great to be at R&amp;J Johnson Farms in  Glyndon, Minnesota today! Since the earliest days of our administration, @POTUS has promised t…",2019-05-09 21:31:02-04:00,5547.0,0.0,rt great to be at r j johnson farms in glyndon minnesota today since the earliest days of our administration has promised t,2019,5,9,2019-05,3,21,@VP,23,2019-05-10,-0.0030257538449057764,0.0050233795433840545,1,123,"['r', 'j', 'johnson', 'farm', 'glyndon', 'minnesota', 'early', 'day', 'administration', 'promise', 't']",r j johnson farm glyndon minnesota early day administration promise t,0.019,0.469,0.019,0.019,0.019,0.456,trade,0.784,0.0,0.7609999999999999,0.239
Twitter for iPhone,"....you would get it by building, or even buying. You always wanted to show losses for tax purposes....almost all real estate developers did - and often re-negotiate with banks, it was sport. Additionally, the very old information put out is a highly inaccurate Fake News hit job!",2019-05-08 06:56:32-04:00,16812.0,84592.0,you would get it by building or even buying you always wanted to show losses for tax purposes almost all real estate developers did and often re negotiate with banks it was sport additionally the very old information put out is a highly inaccurate fake news hit job,2019,5,8,2019-05,2,6,,48,2019-05-09,-0.0013892057434946592,-0.0030257538449057764,0,265,"['build', 'buy', 'want', 'loss', 'tax', 'purpose', 'real', 'estate', 'developer', 'negotiate', 'bank', 'sport', 'additionally', 'old', 'information', 'highly', 'inaccurate', 'hit', 'job']",build buy want loss tax purpose real estate developer negotiate bank sport additionally old information highly inaccurate hit job,0.454,0.513,0.008,0.008,0.008,0.008,trade,-0.7484,0.124,0.8759999999999999,0.0
Twitter for iPhone,RT @WhiteHouse: We're killing it on the economy! 🔥 https://t.co/hme0eihP9c,2019-05-04 09:53:28-04:00,18746.0,0.0,rt we re killing it on the economy,2019,5,4,2019-05,5,9,@WhiteHouse,8,2019-05-05,0.009787780989471973,-0.004115199143336579,0,34,"['kill', 'economy']",kill economy,0.056,0.721,0.056,0.056,0.056,0.056,trade,-0.7959,0.47,0.53,0.0
Twitter for iPhone,Congrats to @U_S_Steel for investing $1+ BILLION in America's most INNOVATIVE steel mill. 232 Tariffs make Pennsylvania and USA more prosperous/secure by bringing Steel and Aluminum industries BACK. Tariffs are working. Pittsburgh is again The Steel City. USA Economy is BOOMING! https://t.co/XPXjxli6uc,2019-05-02 17:33:57-04:00,18831.0,67890.0,congrats to for investing 1 billion in america s most innovative steel mill 232 tariffs make pennsylvania and usa more prosperous secure by bringing steel and aluminum industries back tariffs are working pittsburgh is again the steel city usa economy is booming,2019,5,2,2019-05,3,17,@U_S_Steel,42,2019-05-03,-0.002158956184907579,0.009787780989471973,1,261,"['congrat', 'invest', 'billion', 's', 'innovative', 'steel', 'mill', 'tariff', 'pennsylvania', 'usa', 'prosperous', 'secure', 'bring', 'steel', 'aluminum', 'industry', 'tariff', 'work', 'pittsburgh', 'steel', 'city', 'usa', 'economy', 'boom']",congrat invest billion s innovative steel mill tariff pennsylvania usa prosperous secure bring steel aluminum industry tariff work pittsburgh steel city usa economy boom,0.006999999999999999,0.914,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.058,trade,0.8233,0.0,0.84,0.16
Twitter for iPhone,"Steve Moore, a great pro-growth economist and a truly fine person, has decided to withdraw from the Fed process. Steve won the battle of ideas including Tax Cuts....",2019-05-02 12:29:21-04:00,13817.0,72575.0,steve moore a great pro growth economist and a truly fine person has decided to withdraw from the fed process steve won the battle of ideas including tax cuts,2019,5,2,2019-05,3,12,,29,2019-05-03,-0.002158956184907579,0.009787780989471973,1,158,"['steve', 'moore', 'pro', 'growth', 'economist', 'truly', 'fine', 'person', 'decide', 'withdraw', 'fed', 'process', 'steve', 'win', 'battle', 'idea', 'include', 'tax', 'cut']",steve moore pro growth economist truly fine person decide withdraw fed process steve win battle idea include tax cut,0.008,0.505,0.254,0.008,0.008,0.21600000000000005,trade,0.8271,0.122,0.56,0.318
Twitter for iPhone,"....European countries are not helping at all, even though this was very much done for their benefit. They are refusing to take back prisoners from their specific countries. Not good!",2019-04-30 12:31:50-04:00,16377.0,75105.0,european countries are not helping at all even though this was very much done for their benefit they are refusing to take back prisoners from their specific countries not good,2019,4,30,2019-04,1,12,,30,2019-05-01,0.0005104093733692139,-0.007516465147544781,0,175,"['european', 'country', 'help', 'benefit', 'refuse', 'prisoner', 'specific', 'country', 'good']",european country help benefit refuse prisoner specific country good,0.017,0.916,0.017,0.017,0.017,0.017,trade,-0.764,0.27399999999999997,0.648,0.078
Twitter for iPhone,"We have 1,800 ISIS Prisoners taken hostage in our final battles to destroy 100% of the Caliphate in Syria. Decisions are now being made as to what to do with these dangerous prisoners....",2019-04-30 12:31:49-04:00,20524.0,95236.0,we have 1 800 isis prisoners taken hostage in our final battles to destroy 100 of the caliphate in syria decisions are now being made as to what to do with these dangerous prisoners,2019,4,30,2019-04,1,12,,34,2019-05-01,0.0005104093733692139,-0.007516465147544781,0,181,"['isis', 'prisoner', 'take', 'hostage', 'final', 'battle', 'destroy', 'caliphate', 'syria', 'decision', 'dangerous', 'prisoner']",isis prisoner take hostage final battle destroy caliphate syria decision dangerous prisoner,0.013,0.936,0.013,0.013,0.013,0.013,trade,-0.9413,0.361,0.639,0.0
Twitter for iPhone,"I’ll never get the support of Dues Crazy union leadership, those people who rip-off their membership with ridiculously high dues, medical and other expenses while being paid a fortune. But the members love Trump. They look at our record economy, tax &amp; reg cuts, military etc. WIN!",2019-04-29 10:32:39-04:00,24723.0,114625.0,i ll never get the support of dues crazy union leadership those people who rip off their membership with ridiculously high dues medical and other expenses while being paid a fortune but the members love trump they look at our record economy tax reg cuts military etc win,2019,4,29,2019-04,0,10,,48,2019-04-30,0.0015677413644015206,0.0005104093733692139,1,270,"['will', 'support', 'due', 'crazy', 'union', 'leadership', 'rip', 'membership', 'ridiculously', 'high', 'due', 'medical', 'expense', 'pay', 'fortune', 'member', 'love', 'look', 'record', 'economy', 'tax', 'reg', 'cut', 'military', 'etc', 'win']",will support due crazy union leadership rip membership ridiculously high due medical expense pay fortune member love look record economy tax reg cut military etc win,0.006,0.6940000000000001,0.111,0.006,0.006,0.177,trade,0.8612,0.128,0.67,0.20199999999999999
Twitter for iPhone,"“President Donald J. Trump is the greatest hostage negotiator that I know of in the history of the United States. 20 hostages, many in impossible circumstances, have been released in last two years. No money was paid.” Cheif Hostage Negotiator, USA!",2019-04-26 07:32:40-04:00,28729.0,137859.0,president donald j trump is the greatest hostage negotiator that i know of in the history of the united states 20 hostages many in impossible circumstances have been released in last two years no money was paid cheif hostage negotiator usa,2019,4,26,2019-04,4,7,,41,2019-04-27,0.004656791836608497,0.0015677413644015206,1,239,"['donald', 'j', 'great', 'hostage', 'negotiator', 'know', 'history', 'united', 'state', 'hostage', 'impossible', 'circumstance', 'release', 'year', 'money', 'pay', 'cheif', 'hostage', 'negotiator', 'usa']",donald j great hostage negotiator know history united state hostage impossible circumstance release year money pay cheif hostage negotiator usa,0.008,0.958,0.008,0.008,0.008,0.008,trade,0.7263,0.046,0.8,0.154
